"Time_point","gene","cell_line","guide","replicate","value","biotype"
84,"ZFAS1","H1975","g1","R2",5.557448,"LncRNA"
90,"ZFAS1","H1975","g1","R2",6.029233,"LncRNA"
0,"ZFAS1","H1975","g2","R1",0.4283549,"LncRNA"
6,"ZFAS1","H1975","g2","R1",0.6841041,"LncRNA"
12,"ZFAS1","H1975","g2","R1",1,"LncRNA"
18,"ZFAS1","H1975","g2","R1",1.387554,"LncRNA"
24,"ZFAS1","H1975","g2","R1",1.736516,"LncRNA"
30,"ZFAS1","H1975","g2","R1",2.135216,"LncRNA"
36,"ZFAS1","H1975","g2","R1",2.420754,"LncRNA"
42,"ZFAS1","H1975","g2","R1",2.893197,"LncRNA"
48,"ZFAS1","H1975","g2","R1",3.425061,"LncRNA"
54,"ZFAS1","H1975","g2","R1",4.005645,"LncRNA"
60,"ZFAS1","H1975","g2","R1",4.725131,"LncRNA"
66,"ZFAS1","H1975","g2","R1",5.437648,"LncRNA"
72,"ZFAS1","H1975","g2","R1",6.047622,"LncRNA"
78,"ZFAS1","H1975","g2","R1",6.721395,"LncRNA"
84,"ZFAS1","H1975","g2","R1",7.427588,"LncRNA"
90,"ZFAS1","H1975","g2","R1",8.074322,"LncRNA"
0,"ZFAS1","H1975","g2","R2",0.4690995,"LncRNA"
6,"ZFAS1","H1975","g2","R2",0.6723752,"LncRNA"
12,"ZFAS1","H1975","g2","R2",1,"LncRNA"
18,"ZFAS1","H1975","g2","R2",1.345279,"LncRNA"
24,"ZFAS1","H1975","g2","R2",1.681489,"LncRNA"
30,"ZFAS1","H1975","g2","R2",2.001735,"LncRNA"
36,"ZFAS1","H1975","g2","R2",2.347193,"LncRNA"
42,"ZFAS1","H1975","g2","R2",2.733057,"LncRNA"
48,"ZFAS1","H1975","g2","R2",3.189894,"LncRNA"
54,"ZFAS1","H1975","g2","R2",3.800132,"LncRNA"
60,"ZFAS1","H1975","g2","R2",4.508177,"LncRNA"
66,"ZFAS1","H1975","g2","R2",5.237011,"LncRNA"
72,"ZFAS1","H1975","g2","R2",5.950982,"LncRNA"
78,"ZFAS1","H1975","g2","R2",6.634969,"LncRNA"
84,"ZFAS1","H1975","g2","R2",7.409174,"LncRNA"
90,"ZFAS1","H1975","g2","R2",8.146747,"LncRNA"
0,"ZFAS1","H1975","g3","R1",0.4613624,"LncRNA"
6,"ZFAS1","H1975","g3","R1",0.7016522,"LncRNA"
12,"ZFAS1","H1975","g3","R1",1,"LncRNA"
18,"ZFAS1","H1975","g3","R1",1.269166,"LncRNA"
24,"ZFAS1","H1975","g3","R1",1.535757,"LncRNA"
30,"ZFAS1","H1975","g3","R1",1.725847,"LncRNA"
36,"ZFAS1","H1975","g3","R1",1.921119,"LncRNA"
42,"ZFAS1","H1975","g3","R1",2.185388,"LncRNA"
48,"ZFAS1","H1975","g3","R1",2.483871,"LncRNA"
54,"ZFAS1","H1975","g3","R1",2.866008,"LncRNA"
60,"ZFAS1","H1975","g3","R1",3.346981,"LncRNA"
66,"ZFAS1","H1975","g3","R1",3.78143,"LncRNA"
72,"ZFAS1","H1975","g3","R1",4.11466,"LncRNA"
78,"ZFAS1","H1975","g3","R1",4.507352,"LncRNA"
84,"ZFAS1","H1975","g3","R1",4.830332,"LncRNA"
90,"ZFAS1","H1975","g3","R1",5.187203,"LncRNA"
0,"ZFAS1","H1975","g3","R2",0.4083919,"LncRNA"
6,"ZFAS1","H1975","g3","R2",0.6724477,"LncRNA"
12,"ZFAS1","H1975","g3","R2",1,"LncRNA"
18,"ZFAS1","H1975","g3","R2",1.268594,"LncRNA"
24,"ZFAS1","H1975","g3","R2",1.515739,"LncRNA"
30,"ZFAS1","H1975","g3","R2",1.692936,"LncRNA"
36,"ZFAS1","H1975","g3","R2",1.818742,"LncRNA"
42,"ZFAS1","H1975","g3","R2",1.972348,"LncRNA"
48,"ZFAS1","H1975","g3","R2",2.343535,"LncRNA"
54,"ZFAS1","H1975","g3","R2",2.568962,"LncRNA"
60,"ZFAS1","H1975","g3","R2",3.026312,"LncRNA"
66,"ZFAS1","H1975","g3","R2",3.515103,"LncRNA"
72,"ZFAS1","H1975","g3","R2",3.86817,"LncRNA"
78,"ZFAS1","H1975","g3","R2",4.308705,"LncRNA"
84,"ZFAS1","H1975","g3","R2",4.575721,"LncRNA"
90,"ZFAS1","H1975","g3","R2",5.021466,"LncRNA"
0,"DTX2","H1975","g1","R1",0.4383717,"NEG"
6,"DTX2","H1975","g1","R1",0.7278087,"NEG"
12,"DTX2","H1975","g1","R1",1,"NEG"
18,"DTX2","H1975","g1","R1",1.325525,"NEG"
24,"DTX2","H1975","g1","R1",1.719273,"NEG"
30,"DTX2","H1975","g1","R1",2.15076,"NEG"
36,"DTX2","H1975","g1","R1",2.613765,"NEG"
42,"DTX2","H1975","g1","R1",3.251615,"NEG"
48,"DTX2","H1975","g1","R1",4.18676,"NEG"
54,"DTX2","H1975","g1","R1",5.069508,"NEG"
60,"DTX2","H1975","g1","R1",6.002207,"NEG"
66,"DTX2","H1975","g1","R1",7.148145,"NEG"
72,"DTX2","H1975","g1","R1",8.155714,"NEG"
78,"DTX2","H1975","g1","R1",9.133277,"NEG"
84,"DTX2","H1975","g1","R1",10.07129,"NEG"
90,"DTX2","H1975","g1","R1",10.96078,"NEG"
0,"DTX2","H1975","g1","R2",0.46255,"NEG"
6,"DTX2","H1975","g1","R2",0.7198855,"NEG"
12,"DTX2","H1975","g1","R2",1,"NEG"
18,"DTX2","H1975","g1","R2",1.291652,"NEG"
24,"DTX2","H1975","g1","R2",1.633643,"NEG"
30,"DTX2","H1975","g1","R2",2.038554,"NEG"
36,"DTX2","H1975","g1","R2",2.529735,"NEG"
42,"DTX2","H1975","g1","R2",3.108813,"NEG"
48,"DTX2","H1975","g1","R2",3.897754,"NEG"
54,"DTX2","H1975","g1","R2",4.765058,"NEG"
60,"DTX2","H1975","g1","R2",5.615048,"NEG"
66,"DTX2","H1975","g1","R2",6.733289,"NEG"
72,"DTX2","H1975","g1","R2",7.706016,"NEG"
78,"DTX2","H1975","g1","R2",8.802294,"NEG"
84,"DTX2","H1975","g1","R2",9.825438,"NEG"
90,"DTX2","H1975","g1","R2",10.6595,"NEG"
0,"DTX2","H1975","g2","R1",0.4411824,"NEG"
6,"DTX2","H1975","g2","R1",0.7029979,"NEG"
12,"DTX2","H1975","g2","R1",1,"NEG"
18,"DTX2","H1975","g2","R1",1.242504,"NEG"
24,"DTX2","H1975","g2","R1",1.561334,"NEG"
30,"DTX2","H1975","g2","R1",2.001154,"NEG"
36,"DTX2","H1975","g2","R1",2.510049,"NEG"
42,"DTX2","H1975","g2","R1",3.063015,"NEG"
48,"DTX2","H1975","g2","R1",3.833247,"NEG"
54,"DTX2","H1975","g2","R1",4.786627,"NEG"
60,"DTX2","H1975","g2","R1",5.694823,"NEG"
66,"DTX2","H1975","g2","R1",6.879298,"NEG"
72,"DTX2","H1975","g2","R1",7.837288,"NEG"
78,"DTX2","H1975","g2","R1",9.078496,"NEG"
84,"DTX2","H1975","g2","R1",10.14368,"NEG"
90,"DTX2","H1975","g2","R1",11.13008,"NEG"
0,"DTX2","H1975","g2","R2",0.492785,"NEG"
6,"DTX2","H1975","g2","R2",0.7344301,"NEG"
12,"DTX2","H1975","g2","R2",1,"NEG"
18,"DTX2","H1975","g2","R2",1.315451,"NEG"
24,"DTX2","H1975","g2","R2",1.633532,"NEG"
30,"DTX2","H1975","g2","R2",1.989245,"NEG"
36,"DTX2","H1975","g2","R2",2.44961,"NEG"
42,"DTX2","H1975","g2","R2",3.039982,"NEG"
48,"DTX2","H1975","g2","R2",3.741411,"NEG"
54,"DTX2","H1975","g2","R2",4.6803,"NEG"
60,"DTX2","H1975","g2","R2",5.64296,"NEG"
66,"DTX2","H1975","g2","R2",6.773694,"NEG"
72,"DTX2","H1975","g2","R2",7.911193,"NEG"
78,"DTX2","H1975","g2","R2",8.945623,"NEG"
84,"DTX2","H1975","g2","R2",10.01329,"NEG"
90,"DTX2","H1975","g2","R2",11.0649,"NEG"
0,"DTX2","H1975","g3","R1",0.4494966,"NEG"
6,"DTX2","H1975","g3","R1",0.68813,"NEG"
12,"DTX2","H1975","g3","R1",1,"NEG"
18,"DTX2","H1975","g3","R1",1.285337,"NEG"
24,"DTX2","H1975","g3","R1",1.613004,"NEG"
30,"DTX2","H1975","g3","R1",1.995412,"NEG"
36,"DTX2","H1975","g3","R1",2.470651,"NEG"
42,"DTX2","H1975","g3","R1",3.168148,"NEG"
48,"DTX2","H1975","g3","R1",3.99758,"NEG"
54,"DTX2","H1975","g3","R1",4.866895,"NEG"
60,"DTX2","H1975","g3","R1",5.872674,"NEG"
66,"DTX2","H1975","g3","R1",6.853481,"NEG"
72,"DTX2","H1975","g3","R1",7.804552,"NEG"
78,"DTX2","H1975","g3","R1",8.943031,"NEG"
84,"DTX2","H1975","g3","R1",9.75783,"NEG"
90,"DTX2","H1975","g3","R1",10.612,"NEG"
0,"DTX2","H1975","g3","R2",0.4558194,"NEG"
6,"DTX2","H1975","g3","R2",0.6979183,"NEG"
12,"DTX2","H1975","g3","R2",1,"NEG"
18,"DTX2","H1975","g3","R2",1.328302,"NEG"
24,"DTX2","H1975","g3","R2",1.674145,"NEG"
30,"DTX2","H1975","g3","R2",2.026031,"NEG"
36,"DTX2","H1975","g3","R2",2.327484,"NEG"
42,"DTX2","H1975","g3","R2",2.573293,"NEG"
48,"DTX2","H1975","g3","R2",2.755373,"NEG"
54,"DTX2","H1975","g3","R2",2.762793,"NEG"
60,"DTX2","H1975","g3","R2",2.778292,"NEG"
66,"DTX2","H1975","g3","R2",2.787912,"NEG"
72,"DTX2","H1975","g3","R2",2.672828,"NEG"
78,"DTX2","H1975","g3","R2",2.583951,"NEG"
84,"DTX2","H1975","g3","R2",2.56874,"NEG"
90,"DTX2","H1975","g3","R2",2.592344,"NEG"
0,"SNHG6.TR1","H1975","g1","R1",0.4991126,"LncRNA"
6,"SNHG6.TR1","H1975","g1","R1",0.7353654,"LncRNA"
12,"SNHG6.TR1","H1975","g1","R1",1,"LncRNA"
18,"SNHG6.TR1","H1975","g1","R1",1.264858,"LncRNA"
24,"SNHG6.TR1","H1975","g1","R1",1.548368,"LncRNA"
30,"SNHG6.TR1","H1975","g1","R1",1.747533,"LncRNA"
36,"SNHG6.TR1","H1975","g1","R1",1.883403,"LncRNA"
42,"SNHG6.TR1","H1975","g1","R1",2.034223,"LncRNA"
48,"SNHG6.TR1","H1975","g1","R1",2.042158,"LncRNA"
54,"SNHG6.TR1","H1975","g1","R1",2.053706,"LncRNA"
60,"SNHG6.TR1","H1975","g1","R1",1.998457,"LncRNA"
66,"SNHG6.TR1","H1975","g1","R1",2.01464,"LncRNA"
72,"SNHG6.TR1","H1975","g1","R1",2.046233,"LncRNA"
78,"SNHG6.TR1","H1975","g1","R1",2.168564,"LncRNA"
84,"SNHG6.TR1","H1975","g1","R1",2.262839,"LncRNA"
90,"SNHG6.TR1","H1975","g1","R1",2.537203,"LncRNA"
0,"SNHG6.TR1","H1975","g1","R2",0.4737432,"LncRNA"
6,"SNHG6.TR1","H1975","g1","R2",0.6912075,"LncRNA"
12,"SNHG6.TR1","H1975","g1","R2",1,"LncRNA"
18,"SNHG6.TR1","H1975","g1","R2",1.239442,"LncRNA"
24,"SNHG6.TR1","H1975","g1","R2",1.53179,"LncRNA"
30,"SNHG6.TR1","H1975","g1","R2",1.718638,"LncRNA"
36,"SNHG6.TR1","H1975","g1","R2",1.873485,"LncRNA"
42,"SNHG6.TR1","H1975","g1","R2",2.049163,"LncRNA"
48,"SNHG6.TR1","H1975","g1","R2",2.294913,"LncRNA"
54,"SNHG6.TR1","H1975","g1","R2",2.544935,"LncRNA"
60,"SNHG6.TR1","H1975","g1","R2",2.890225,"LncRNA"
66,"SNHG6.TR1","H1975","g1","R2",3.152572,"LncRNA"
72,"SNHG6.TR1","H1975","g1","R2",3.464618,"LncRNA"
78,"SNHG6.TR1","H1975","g1","R2",3.785572,"LncRNA"
84,"SNHG6.TR1","H1975","g1","R2",4.131657,"LncRNA"
90,"SNHG6.TR1","H1975","g1","R2",4.501966,"LncRNA"
0,"SNHG6.TR1","H1975","g2","R1",0.4414783,"LncRNA"
6,"SNHG6.TR1","H1975","g2","R1",0.6910932,"LncRNA"
12,"SNHG6.TR1","H1975","g2","R1",1,"LncRNA"
18,"SNHG6.TR1","H1975","g2","R1",1.278653,"LncRNA"
24,"SNHG6.TR1","H1975","g2","R1",1.455997,"LncRNA"
30,"SNHG6.TR1","H1975","g2","R1",1.591357,"LncRNA"
36,"SNHG6.TR1","H1975","g2","R1",1.706122,"LncRNA"
42,"SNHG6.TR1","H1975","g2","R1",1.847493,"LncRNA"
48,"SNHG6.TR1","H1975","g2","R1",2.040928,"LncRNA"
54,"SNHG6.TR1","H1975","g2","R1",2.320358,"LncRNA"
60,"SNHG6.TR1","H1975","g2","R1",2.607527,"LncRNA"
66,"SNHG6.TR1","H1975","g2","R1",2.867876,"LncRNA"
72,"SNHG6.TR1","H1975","g2","R1",3.150975,"LncRNA"
78,"SNHG6.TR1","H1975","g2","R1",3.330206,"LncRNA"
84,"SNHG6.TR1","H1975","g2","R1",3.507667,"LncRNA"
90,"SNHG6.TR1","H1975","g2","R1",3.763199,"LncRNA"
0,"SNHG6.TR1","H1975","g2","R2",0.4581457,"LncRNA"
6,"SNHG6.TR1","H1975","g2","R2",0.7001724,"LncRNA"
12,"SNHG6.TR1","H1975","g2","R2",1,"LncRNA"
18,"SNHG6.TR1","H1975","g2","R2",1.276424,"LncRNA"
24,"SNHG6.TR1","H1975","g2","R2",1.422407,"LncRNA"
30,"SNHG6.TR1","H1975","g2","R2",1.574949,"LncRNA"
36,"SNHG6.TR1","H1975","g2","R2",1.682839,"LncRNA"
42,"SNHG6.TR1","H1975","g2","R2",1.707984,"LncRNA"
48,"SNHG6.TR1","H1975","g2","R2",1.892483,"LncRNA"
54,"SNHG6.TR1","H1975","g2","R2",1.993885,"LncRNA"
60,"SNHG6.TR1","H1975","g2","R2",2.225549,"LncRNA"
66,"SNHG6.TR1","H1975","g2","R2",2.524663,"LncRNA"
72,"SNHG6.TR1","H1975","g2","R2",2.7841,"LncRNA"
78,"SNHG6.TR1","H1975","g2","R2",3.003989,"LncRNA"
84,"SNHG6.TR1","H1975","g2","R2",3.285296,"LncRNA"
90,"SNHG6.TR1","H1975","g2","R2",3.486475,"LncRNA"
0,"SNHG6.TR1","H1975","g3","R1",0.4216738,"LncRNA"
6,"SNHG6.TR1","H1975","g3","R1",0.6262406,"LncRNA"
12,"SNHG6.TR1","H1975","g3","R1",1,"LncRNA"
18,"SNHG6.TR1","H1975","g3","R1",1.419842,"LncRNA"
24,"SNHG6.TR1","H1975","g3","R1",1.80741,"LncRNA"
30,"SNHG6.TR1","H1975","g3","R1",2.229469,"LncRNA"
36,"SNHG6.TR1","H1975","g3","R1",2.576628,"LncRNA"
42,"SNHG6.TR1","H1975","g3","R1",3.17672,"LncRNA"
48,"SNHG6.TR1","H1975","g3","R1",3.800301,"LncRNA"
54,"SNHG6.TR1","H1975","g3","R1",4.568651,"LncRNA"
60,"SNHG6.TR1","H1975","g3","R1",5.338524,"LncRNA"
66,"SNHG6.TR1","H1975","g3","R1",6.216362,"LncRNA"
72,"SNHG6.TR1","H1975","g3","R1",7.148195,"LncRNA"
78,"SNHG6.TR1","H1975","g3","R1",8.10242,"LncRNA"
84,"SNHG6.TR1","H1975","g3","R1",9.085169,"LncRNA"
90,"SNHG6.TR1","H1975","g3","R1",10.0542,"LncRNA"
0,"SNHG6.TR1","H1975","g3","R2",0.4901465,"LncRNA"
6,"SNHG6.TR1","H1975","g3","R2",0.6751137,"LncRNA"
12,"SNHG6.TR1","H1975","g3","R2",1,"LncRNA"
18,"SNHG6.TR1","H1975","g3","R2",1.376121,"LncRNA"
24,"SNHG6.TR1","H1975","g3","R2",1.699419,"LncRNA"
30,"SNHG6.TR1","H1975","g3","R2",2.087095,"LncRNA"
36,"SNHG6.TR1","H1975","g3","R2",2.449005,"LncRNA"
42,"SNHG6.TR1","H1975","g3","R2",2.930347,"LncRNA"
48,"SNHG6.TR1","H1975","g3","R2",3.696538,"LncRNA"
54,"SNHG6.TR1","H1975","g3","R2",4.443651,"LncRNA"
60,"SNHG6.TR1","H1975","g3","R2",5.272339,"LncRNA"
66,"SNHG6.TR1","H1975","g3","R2",6.120535,"LncRNA"
72,"SNHG6.TR1","H1975","g3","R2",7.107947,"LncRNA"
78,"SNHG6.TR1","H1975","g3","R2",8.055593,"LncRNA"
84,"SNHG6.TR1","H1975","g3","R2",8.978026,"LncRNA"
90,"SNHG6.TR1","H1975","g3","R2",9.835234,"LncRNA"
0,"KRT86","H1975","g1","R1",0.4173912,"NEG"
6,"KRT86","H1975","g1","R1",0.6599088,"NEG"
12,"KRT86","H1975","g1","R1",1,"NEG"
18,"KRT86","H1975","g1","R1",1.478722,"NEG"
24,"KRT86","H1975","g1","R1",1.981051,"NEG"
30,"KRT86","H1975","g1","R1",2.456599,"NEG"
36,"KRT86","H1975","g1","R1",3.093824,"NEG"
42,"KRT86","H1975","g1","R1",3.884931,"NEG"
48,"KRT86","H1975","g1","R1",4.765165,"NEG"
54,"KRT86","H1975","g1","R1",5.843295,"NEG"
60,"KRT86","H1975","g1","R1",7.004743,"NEG"
66,"KRT86","H1975","g1","R1",8.131271,"NEG"
72,"KRT86","H1975","g1","R1",9.421201,"NEG"
78,"KRT86","H1975","g1","R1",10.55513,"NEG"
84,"KRT86","H1975","g1","R1",11.62396,"NEG"
90,"KRT86","H1975","g1","R1",12.65025,"NEG"
0,"KRT86","H1975","g1","R2",0.5179338,"NEG"
6,"KRT86","H1975","g1","R2",0.7168204,"NEG"
12,"KRT86","H1975","g1","R2",1,"NEG"
18,"KRT86","H1975","g1","R2",1.40972,"NEG"
24,"KRT86","H1975","g1","R2",1.855558,"NEG"
30,"KRT86","H1975","g1","R2",2.365357,"NEG"
36,"KRT86","H1975","g1","R2",2.799794,"NEG"
42,"KRT86","H1975","g1","R2",3.348372,"NEG"
48,"KRT86","H1975","g1","R2",4.134742,"NEG"
54,"KRT86","H1975","g1","R2",5.146362,"NEG"
60,"KRT86","H1975","g1","R2",6.403922,"NEG"
66,"KRT86","H1975","g1","R2",7.84362,"NEG"
72,"KRT86","H1975","g1","R2",9.327105,"NEG"
78,"KRT86","H1975","g1","R2",10.97196,"NEG"
84,"KRT86","H1975","g1","R2",12.71877,"NEG"
90,"KRT86","H1975","g1","R2",14.60744,"NEG"
0,"KRT86","H1975","g2","R1",0.644851,"NEG"
6,"KRT86","H1975","g2","R1",0.7508947,"NEG"
12,"KRT86","H1975","g2","R1",1,"NEG"
18,"KRT86","H1975","g2","R1",1.47491,"NEG"
24,"KRT86","H1975","g2","R1",1.893234,"NEG"
30,"KRT86","H1975","g2","R1",2.447876,"NEG"
36,"KRT86","H1975","g2","R1",3.035298,"NEG"
42,"KRT86","H1975","g2","R1",3.816383,"NEG"
48,"KRT86","H1975","g2","R1",4.664637,"NEG"
54,"KRT86","H1975","g2","R1",5.782161,"NEG"
60,"KRT86","H1975","g2","R1",7.02693,"NEG"
66,"KRT86","H1975","g2","R1",8.393503,"NEG"
72,"KRT86","H1975","g2","R1",10.10571,"NEG"
78,"KRT86","H1975","g2","R1",11.84631,"NEG"
84,"KRT86","H1975","g2","R1",13.6546,"NEG"
90,"KRT86","H1975","g2","R1",15.71057,"NEG"
0,"KRT86","H1975","g2","R2",0.6235918,"NEG"
6,"KRT86","H1975","g2","R2",0.7162915,"NEG"
12,"KRT86","H1975","g2","R2",1,"NEG"
18,"KRT86","H1975","g2","R2",1.348797,"NEG"
24,"KRT86","H1975","g2","R2",1.843567,"NEG"
30,"KRT86","H1975","g2","R2",2.337589,"NEG"
36,"KRT86","H1975","g2","R2",2.87468,"NEG"
42,"KRT86","H1975","g2","R2",3.475454,"NEG"
48,"KRT86","H1975","g2","R2",4.309523,"NEG"
54,"KRT86","H1975","g2","R2",5.25745,"NEG"
60,"KRT86","H1975","g2","R2",6.414373,"NEG"
66,"KRT86","H1975","g2","R2",7.691638,"NEG"
72,"KRT86","H1975","g2","R2",9.187747,"NEG"
78,"KRT86","H1975","g2","R2",10.64096,"NEG"
84,"KRT86","H1975","g2","R2",12.16499,"NEG"
90,"KRT86","H1975","g2","R2",13.95629,"NEG"
0,"KRT86","H1975","g3","R1",0.5427558,"NEG"
6,"KRT86","H1975","g3","R1",0.7468401,"NEG"
12,"KRT86","H1975","g3","R1",1,"NEG"
18,"KRT86","H1975","g3","R1",1.384811,"NEG"
24,"KRT86","H1975","g3","R1",1.854087,"NEG"
30,"KRT86","H1975","g3","R1",2.314996,"NEG"
36,"KRT86","H1975","g3","R1",2.94878,"NEG"
42,"KRT86","H1975","g3","R1",3.590808,"NEG"
48,"KRT86","H1975","g3","R1",4.32957,"NEG"
54,"KRT86","H1975","g3","R1",5.110607,"NEG"
60,"KRT86","H1975","g3","R1",6.105264,"NEG"
66,"KRT86","H1975","g3","R1",7.170162,"NEG"
72,"KRT86","H1975","g3","R1",8.214914,"NEG"
78,"KRT86","H1975","g3","R1",9.189724,"NEG"
84,"KRT86","H1975","g3","R1",10.24262,"NEG"
90,"KRT86","H1975","g3","R1",11.162,"NEG"
0,"KRT86","H1975","g3","R2",0.549224,"NEG"
6,"KRT86","H1975","g3","R2",0.6850553,"NEG"
12,"KRT86","H1975","g3","R2",1,"NEG"
18,"KRT86","H1975","g3","R2",1.378858,"NEG"
24,"KRT86","H1975","g3","R2",1.727508,"NEG"
30,"KRT86","H1975","g3","R2",2.12603,"NEG"
36,"KRT86","H1975","g3","R2",2.501674,"NEG"
42,"KRT86","H1975","g3","R2",2.760749,"NEG"
48,"KRT86","H1975","g3","R2",2.861765,"NEG"
54,"KRT86","H1975","g3","R2",2.976806,"NEG"
60,"KRT86","H1975","g3","R2",3.040213,"NEG"
66,"KRT86","H1975","g3","R2",3.083712,"NEG"
72,"KRT86","H1975","g3","R2",3.121772,"NEG"
78,"KRT86","H1975","g3","R2",3.247821,"NEG"
84,"KRT86","H1975","g3","R2",3.531084,"NEG"
90,"KRT86","H1975","g3","R2",3.597858,"NEG"
0,"SNHG6.TR2","H1975","g1","R1",0.4371092,"LncRNA"
6,"SNHG6.TR2","H1975","g1","R1",0.6199023,"LncRNA"
12,"SNHG6.TR2","H1975","g1","R1",1,"LncRNA"
18,"SNHG6.TR2","H1975","g1","R1",1.379019,"LncRNA"
24,"SNHG6.TR2","H1975","g1","R1",1.842442,"LncRNA"
30,"SNHG6.TR2","H1975","g1","R1",2.323396,"LncRNA"
36,"SNHG6.TR2","H1975","g1","R1",2.687682,"LncRNA"
42,"SNHG6.TR2","H1975","g1","R1",2.995552,"LncRNA"
48,"SNHG6.TR2","H1975","g1","R1",3.1708,"LncRNA"
54,"SNHG6.TR2","H1975","g1","R1",3.297016,"LncRNA"
60,"SNHG6.TR2","H1975","g1","R1",3.399182,"LncRNA"
66,"SNHG6.TR2","H1975","g1","R1",3.41949,"LncRNA"
72,"SNHG6.TR2","H1975","g1","R1",3.585552,"LncRNA"
78,"SNHG6.TR2","H1975","g1","R1",3.609818,"LncRNA"
84,"SNHG6.TR2","H1975","g1","R1",3.795547,"LncRNA"
90,"SNHG6.TR2","H1975","g1","R1",3.945892,"LncRNA"
0,"SNHG6.TR2","H1975","g1","R2",0.402567,"LncRNA"
6,"SNHG6.TR2","H1975","g1","R2",0.6481383,"LncRNA"
12,"SNHG6.TR2","H1975","g1","R2",1,"LncRNA"
18,"SNHG6.TR2","H1975","g1","R2",1.40838,"LncRNA"
24,"SNHG6.TR2","H1975","g1","R2",1.828994,"LncRNA"
30,"SNHG6.TR2","H1975","g1","R2",2.265417,"LncRNA"
36,"SNHG6.TR2","H1975","g1","R2",2.819997,"LncRNA"
42,"SNHG6.TR2","H1975","g1","R2",3.585696,"LncRNA"
48,"SNHG6.TR2","H1975","g1","R2",4.557094,"LncRNA"
54,"SNHG6.TR2","H1975","g1","R2",5.515931,"LncRNA"
60,"SNHG6.TR2","H1975","g1","R2",6.555382,"LncRNA"
66,"SNHG6.TR2","H1975","g1","R2",7.782162,"LncRNA"
72,"SNHG6.TR2","H1975","g1","R2",8.94093,"LncRNA"
78,"SNHG6.TR2","H1975","g1","R2",10.01699,"LncRNA"
84,"SNHG6.TR2","H1975","g1","R2",11.3227,"LncRNA"
90,"SNHG6.TR2","H1975","g1","R2",12.48195,"LncRNA"
0,"NTControl2","H1975","g2","R1",0.4723635,"NTControl2"
6,"NTControl2","H1975","g2","R1",0.7237324,"NTControl2"
12,"NTControl2","H1975","g2","R1",1,"NTControl2"
18,"NTControl2","H1975","g2","R1",1.430449,"NTControl2"
24,"NTControl2","H1975","g2","R1",1.828178,"NTControl2"
30,"NTControl2","H1975","g2","R1",2.278313,"NTControl2"
36,"NTControl2","H1975","g2","R1",2.685644,"NTControl2"
42,"NTControl2","H1975","g2","R1",3.248823,"NTControl2"
48,"NTControl2","H1975","g2","R1",3.95931,"NTControl2"
54,"NTControl2","H1975","g2","R1",4.7954,"NTControl2"
60,"NTControl2","H1975","g2","R1",5.666095,"NTControl2"
66,"NTControl2","H1975","g2","R1",6.759259,"NTControl2"
72,"NTControl2","H1975","g2","R1",8.011604,"NTControl2"
78,"NTControl2","H1975","g2","R1",9.198403,"NTControl2"
84,"NTControl2","H1975","g2","R1",10.67558,"NTControl2"
90,"NTControl2","H1975","g2","R1",11.83081,"NTControl2"
0,"NTControl2","H1975","g2","R2",0.4362891,"NTControl2"
6,"NTControl2","H1975","g2","R2",0.6531712,"NTControl2"
12,"NTControl2","H1975","g2","R2",1,"NTControl2"
18,"NTControl2","H1975","g2","R2",1.398696,"NTControl2"
24,"NTControl2","H1975","g2","R2",1.797459,"NTControl2"
30,"NTControl2","H1975","g2","R2",2.231004,"NTControl2"
36,"NTControl2","H1975","g2","R2",2.724816,"NTControl2"
42,"NTControl2","H1975","g2","R2",3.346249,"NTControl2"
48,"NTControl2","H1975","g2","R2",4.151631,"NTControl2"
54,"NTControl2","H1975","g2","R2",5.06391,"NTControl2"
60,"NTControl2","H1975","g2","R2",6.036343,"NTControl2"
66,"NTControl2","H1975","g2","R2",7.226037,"NTControl2"
72,"NTControl2","H1975","g2","R2",8.356197,"NTControl2"
78,"NTControl2","H1975","g2","R2",9.552304,"NTControl2"
84,"NTControl2","H1975","g2","R2",10.65759,"NTControl2"
90,"NTControl2","H1975","g2","R2",11.90817,"NTControl2"
0,"SNHG15","H1975","g1","R1",0.4954127,"LncRNA"
6,"SNHG15","H1975","g1","R1",0.6473314,"LncRNA"
12,"SNHG15","H1975","g1","R1",1,"LncRNA"
18,"SNHG15","H1975","g1","R1",1.382805,"LncRNA"
24,"SNHG15","H1975","g1","R1",1.768097,"LncRNA"
30,"SNHG15","H1975","g1","R1",2.248683,"LncRNA"
36,"SNHG15","H1975","g1","R1",2.702557,"LncRNA"
42,"SNHG15","H1975","g1","R1",3.047962,"LncRNA"
48,"SNHG15","H1975","g1","R1",3.3161,"LncRNA"
54,"SNHG15","H1975","g1","R1",3.43241,"LncRNA"
60,"SNHG15","H1975","g1","R1",3.590078,"LncRNA"
66,"SNHG15","H1975","g1","R1",3.664735,"LncRNA"
72,"SNHG15","H1975","g1","R1",3.726353,"LncRNA"
78,"SNHG15","H1975","g1","R1",3.902242,"LncRNA"
84,"SNHG15","H1975","g1","R1",3.948057,"LncRNA"
90,"SNHG15","H1975","g1","R1",4.048557,"LncRNA"
0,"SNHG15","H1975","g1","R2",0.4855705,"LncRNA"
6,"SNHG15","H1975","g1","R2",0.6917083,"LncRNA"
12,"SNHG15","H1975","g1","R2",1,"LncRNA"
