"Time_point","gene","cell_line","guide","replicate","value","biotype"
12,"LINCPINT","H1299","g1","R1",18.06081,"LncRNA"
18,"LINCPINT","H1299","g1","R1",19.32807,"LncRNA"
24,"LINCPINT","H1299","g1","R1",20.55698,"LncRNA"
30,"LINCPINT","H1299","g1","R1",21.78209,"LncRNA"
36,"LINCPINT","H1299","g1","R1",22.66561,"LncRNA"
42,"LINCPINT","H1299","g1","R1",23.83099,"LncRNA"
48,"LINCPINT","H1299","g1","R1",24.33235,"LncRNA"
54,"LINCPINT","H1299","g1","R1",24.24362,"LncRNA"
60,"LINCPINT","H1299","g1","R1",23.38727,"LncRNA"
66,"LINCPINT","H1299","g1","R1",22.0647,"LncRNA"
72,"LINCPINT","H1299","g1","R1",20.58937,"LncRNA"
78,"LINCPINT","H1299","g1","R1",19.25237,"LncRNA"
84,"LINCPINT","H1299","g1","R1",18.11621,"LncRNA"
90,"LINCPINT","H1299","g1","R1",16.85193,"LncRNA"
0,"LINCPINT","H1299","g1","R2",20.01504,"LncRNA"
6,"LINCPINT","H1299","g1","R2",23.71382,"LncRNA"
12,"LINCPINT","H1299","g1","R2",27.7598,"LncRNA"
18,"LINCPINT","H1299","g1","R2",31.00454,"LncRNA"
24,"LINCPINT","H1299","g1","R2",35.03244,"LncRNA"
30,"LINCPINT","H1299","g1","R2",38.47934,"LncRNA"
36,"LINCPINT","H1299","g1","R2",41.66396,"LncRNA"
42,"LINCPINT","H1299","g1","R2",43.44146,"LncRNA"
48,"LINCPINT","H1299","g1","R2",48.38222,"LncRNA"
54,"LINCPINT","H1299","g1","R2",51.56388,"LncRNA"
60,"LINCPINT","H1299","g1","R2",54.49355,"LncRNA"
66,"LINCPINT","H1299","g1","R2",56.75938,"LncRNA"
72,"LINCPINT","H1299","g1","R2",60.04594,"LncRNA"
78,"LINCPINT","H1299","g1","R2",62.01033,"LncRNA"
84,"LINCPINT","H1299","g1","R2",63.43553,"LncRNA"
90,"LINCPINT","H1299","g1","R2",64.05514,"LncRNA"
0,"LINCPINT","H1299","g2","R1",20.09062,"LncRNA"
6,"LINCPINT","H1299","g2","R1",25.62947,"LncRNA"
12,"LINCPINT","H1299","g2","R1",30.90701,"LncRNA"
18,"LINCPINT","H1299","g2","R1",37.92878,"LncRNA"
24,"LINCPINT","H1299","g2","R1",47.26441,"LncRNA"
30,"LINCPINT","H1299","g2","R1",55.51118,"LncRNA"
36,"LINCPINT","H1299","g2","R1",64.67838,"LncRNA"
42,"LINCPINT","H1299","g2","R1",75.04565,"LncRNA"
48,"LINCPINT","H1299","g2","R1",84.76641,"LncRNA"
54,"LINCPINT","H1299","g2","R1",92.08374,"LncRNA"
60,"LINCPINT","H1299","g2","R1",97.69169,"LncRNA"
66,"LINCPINT","H1299","g2","R1",99.21077,"LncRNA"
72,"LINCPINT","H1299","g2","R1",99.67177,"LncRNA"
78,"LINCPINT","H1299","g2","R1",99.96532,"LncRNA"
84,"LINCPINT","H1299","g2","R1",99.99894,"LncRNA"
90,"LINCPINT","H1299","g2","R1",99.99832,"LncRNA"
0,"LINCPINT","H1299","g2","R2",23.31632,"LncRNA"
6,"LINCPINT","H1299","g2","R2",29.19925,"LncRNA"
12,"LINCPINT","H1299","g2","R2",35.97096,"LncRNA"
18,"LINCPINT","H1299","g2","R2",44.62052,"LncRNA"
24,"LINCPINT","H1299","g2","R2",53.70163,"LncRNA"
30,"LINCPINT","H1299","g2","R2",63.94956,"LncRNA"
36,"LINCPINT","H1299","g2","R2",73.93076,"LncRNA"
42,"LINCPINT","H1299","g2","R2",84.65202,"LncRNA"
48,"LINCPINT","H1299","g2","R2",92.75211,"LncRNA"
54,"LINCPINT","H1299","g2","R2",97.5268,"LncRNA"
60,"LINCPINT","H1299","g2","R2",99.03738,"LncRNA"
66,"LINCPINT","H1299","g2","R2",99.7117,"LncRNA"
72,"LINCPINT","H1299","g2","R2",99.98189,"LncRNA"
78,"LINCPINT","H1299","g2","R2",99.99962,"LncRNA"
84,"LINCPINT","H1299","g2","R2",99.99432,"LncRNA"
90,"LINCPINT","H1299","g2","R2",99.99789,"LncRNA"
0,"LINCPINT","H1299","g3","R1",21.11956,"LncRNA"
6,"LINCPINT","H1299","g3","R1",26.79179,"LncRNA"
12,"LINCPINT","H1299","g3","R1",33.73651,"LncRNA"
18,"LINCPINT","H1299","g3","R1",41.35421,"LncRNA"
24,"LINCPINT","H1299","g3","R1",50.22782,"LncRNA"
30,"LINCPINT","H1299","g3","R1",59.35219,"LncRNA"
36,"LINCPINT","H1299","g3","R1",70.92599,"LncRNA"
42,"LINCPINT","H1299","g3","R1",81.88562,"LncRNA"
48,"LINCPINT","H1299","g3","R1",91.40729,"LncRNA"
54,"LINCPINT","H1299","g3","R1",97.65292,"LncRNA"
60,"LINCPINT","H1299","g3","R1",99.38376,"LncRNA"
66,"LINCPINT","H1299","g3","R1",99.82094,"LncRNA"
72,"LINCPINT","H1299","g3","R1",99.9939,"LncRNA"
78,"LINCPINT","H1299","g3","R1",99.99596,"LncRNA"
84,"LINCPINT","H1299","g3","R1",100,"LncRNA"
90,"LINCPINT","H1299","g3","R1",99.99998,"LncRNA"
0,"LINCPINT","H1299","g3","R2",16.88748,"LncRNA"
6,"LINCPINT","H1299","g3","R2",20.46486,"LncRNA"
12,"LINCPINT","H1299","g3","R2",25.70681,"LncRNA"
18,"LINCPINT","H1299","g3","R2",31.53993,"LncRNA"
24,"LINCPINT","H1299","g3","R2",37.73016,"LncRNA"
30,"LINCPINT","H1299","g3","R2",44.61069,"LncRNA"
36,"LINCPINT","H1299","g3","R2",51.79831,"LncRNA"
42,"LINCPINT","H1299","g3","R2",60.4707,"LncRNA"
48,"LINCPINT","H1299","g3","R2",68.95017,"LncRNA"
54,"LINCPINT","H1299","g3","R2",76.71366,"LncRNA"
60,"LINCPINT","H1299","g3","R2",82.71832,"LncRNA"
66,"LINCPINT","H1299","g3","R2",88.42094,"LncRNA"
72,"LINCPINT","H1299","g3","R2",91.68394,"LncRNA"
78,"LINCPINT","H1299","g3","R2",93.94122,"LncRNA"
84,"LINCPINT","H1299","g3","R2",95.70522,"LncRNA"
90,"LINCPINT","H1299","g3","R2",97.45464,"LncRNA"
